legacy_url,destination_url,resolution_type,notes
/pretrained-workers/tpl-e18db540eed8/spawn/,/library/sports-entertainment/sports-tournament-bracket-predictor/spawn/,exact_duplicate,Database-backed template code resolved to this canonical library page at the retirement cutover
/pretrained-workers/tpl-e3ef31993662/,/library/data-analytics/real-time-data-integration-analytics-monitor/,exact_duplicate,Database-backed template code resolved to this canonical library page at the retirement cutover
/pretrained-workers/tpl-e3ef31993662/hire/,/library/data-analytics/real-time-data-integration-analytics-monitor/hire/,exact_duplicate,Database-backed template code resolved to this canonical library page at the retirement cutover
/pretrained-workers/tpl-e3ef31993662/spawn/,/library/data-analytics/real-time-data-integration-analytics-monitor/spawn/,exact_duplicate,Database-backed template code resolved to this canonical library page at the retirement cutover
/pretrained-workers/tpl-e6eae22d396b/,/library/recruiting/specialized-healthcare-talent-sourcer/,exact_duplicate,Database-backed template code resolved to this canonical library page at the retirement cutover
/pretrained-workers/tpl-e6eae22d396b/hire/,/library/recruiting/specialized-healthcare-talent-sourcer/hire/,exact_duplicate,Database-backed template code resolved to this canonical library page at the retirement cutover
/pretrained-workers/tpl-e6eae22d396b/spawn/,/library/recruiting/specialized-healthcare-talent-sourcer/spawn/,exact_duplicate,Database-backed template code resolved to this canonical library page at the retirement cutover
/pretrained-workers/tpl-e74382b95aac/,/library/real-estate/land-acquisition-deal-flow-manager/,exact_duplicate,Database-backed template code resolved to this canonical library page at the retirement cutover
/pretrained-workers/tpl-e74382b95aac/hire/,/library/real-estate/land-acquisition-deal-flow-manager/hire/,exact_duplicate,Database-backed template code resolved to this canonical library page at the retirement cutover
/pretrained-workers/tpl-e74382b95aac/spawn/,/library/real-estate/land-acquisition-deal-flow-manager/spawn/,exact_duplicate,Database-backed template code resolved to this canonical library page at the retirement cutover
/pretrained-workers/tpl-e7818d7eb8d3/,/library/research/daily-research-literature-monitor/,exact_duplicate,Database-backed template code resolved to this canonical library page at the retirement cutover
/pretrained-workers/tpl-e7818d7eb8d3/hire/,/library/research/daily-research-literature-monitor/hire/,exact_duplicate,Database-backed template code resolved to this canonical library page at the retirement cutover
/pretrained-workers/tpl-e7818d7eb8d3/spawn/,/library/research/daily-research-literature-monitor/spawn/,exact_duplicate,Database-backed template code resolved to this canonical library page at the retirement cutover
/pretrained-workers/tpl-ed1d3f995d51/,/library/compliance/regulatory-form-automation-agent/,exact_duplicate,Database-backed template code resolved to this canonical library page at the retirement cutover
/pretrained-workers/tpl-ed1d3f995d51/hire/,/library/compliance/regulatory-form-automation-agent/hire/,exact_duplicate,Database-backed template code resolved to this canonical library page at the retirement cutover
/pretrained-workers/tpl-ed1d3f995d51/spawn/,/library/compliance/regulatory-form-automation-agent/spawn/,exact_duplicate,Database-backed template code resolved to this canonical library page at the retirement cutover
/pretrained-workers/tpl-f092fe764dab/,/library/marketing/social-media-revenue-optimizer/,exact_duplicate,Database-backed template code resolved to this canonical library page at the retirement cutover
/pretrained-workers/tpl-f092fe764dab/hire/,/library/marketing/social-media-revenue-optimizer/hire/,exact_duplicate,Database-backed template code resolved to this canonical library page at the retirement cutover
/pretrained-workers/tpl-f092fe764dab/spawn/,/library/marketing/social-media-revenue-optimizer/spawn/,exact_duplicate,Database-backed template code resolved to this canonical library page at the retirement cutover
/pretrained-workers/tpl-f0a41a755064/,/library/sales/high-end-financial-intake-specialist/,exact_duplicate,Database-backed template code resolved to this canonical library page at the retirement cutover
/pretrained-workers/tpl-f0a41a755064/hire/,/library/sales/high-end-financial-intake-specialist/hire/,exact_duplicate,Database-backed template code resolved to this canonical library page at the retirement cutover
/pretrained-workers/tpl-f0a41a755064/spawn/,/library/sales/high-end-financial-intake-specialist/spawn/,exact_duplicate,Database-backed template code resolved to this canonical library page at the retirement cutover
/pretrained-workers/tpl-f1d2eba34e83/,/library/operations/spreadsheet-to-web-form-automator/,exact_duplicate,Database-backed template code resolved to this canonical library page at the retirement cutover
/pretrained-workers/tpl-f1d2eba34e83/hire/,/library/operations/spreadsheet-to-web-form-automator/hire/,exact_duplicate,Database-backed template code resolved to this canonical library page at the retirement cutover
/pretrained-workers/tpl-f1d2eba34e83/spawn/,/library/operations/spreadsheet-to-web-form-automator/spawn/,exact_duplicate,Database-backed template code resolved to this canonical library page at the retirement cutover
/pretrained-workers/tpl-f222a252a059/,/library/sales/automated-lead-prospector/,exact_duplicate,Database-backed template code resolved to this canonical library page at the retirement cutover
/pretrained-workers/tpl-f222a252a059/hire/,/library/sales/automated-lead-prospector/hire/,exact_duplicate,Database-backed template code resolved to this canonical library page at the retirement cutover
/pretrained-workers/tpl-f222a252a059/spawn/,/library/sales/automated-lead-prospector/spawn/,exact_duplicate,Database-backed template code resolved to this canonical library page at the retirement cutover
/pretrained-workers/tpl-f2c3d97a2920/,/library/security/vulnerability-cve-monitor/,exact_duplicate,Database-backed template code resolved to this canonical library page at the retirement cutover
/pretrained-workers/tpl-f2c3d97a2920/hire/,/library/security/vulnerability-cve-monitor/hire/,exact_duplicate,Database-backed template code resolved to this canonical library page at the retirement cutover
/pretrained-workers/tpl-f2c3d97a2920/spawn/,/library/security/vulnerability-cve-monitor/spawn/,exact_duplicate,Database-backed template code resolved to this canonical library page at the retirement cutover
/pretrained-workers/tpl-f2c5bb1cdb34/,/library/sales/lead-hunter/,exact_duplicate,Database-backed template code resolved to this canonical library page at the retirement cutover
/pretrained-workers/tpl-f2c5bb1cdb34/hire/,/library/sales/lead-hunter/hire/,exact_duplicate,Database-backed template code resolved to this canonical library page at the retirement cutover
/pretrained-workers/tpl-f2c5bb1cdb34/spawn/,/library/sales/lead-hunter/spawn/,exact_duplicate,Database-backed template code resolved to this canonical library page at the retirement cutover
/pretrained-workers/tpl-f453034e57a1/,/library/marketing/social-media-strategist-competitor-analyst/,exact_duplicate,Database-backed template code resolved to this canonical library page at the retirement cutover
/pretrained-workers/tpl-f453034e57a1/hire/,/library/marketing/social-media-strategist-competitor-analyst/hire/,exact_duplicate,Database-backed template code resolved to this canonical library page at the retirement cutover
/pretrained-workers/tpl-f453034e57a1/spawn/,/library/marketing/social-media-strategist-competitor-analyst/spawn/,exact_duplicate,Database-backed template code resolved to this canonical library page at the retirement cutover
/pretrained-workers/tpl-f5a569d2babb/,/library/marketing-social-media/youtube-growth-analytics-assistant/,exact_duplicate,Database-backed template code resolved to this canonical library page at the retirement cutover
/pretrained-workers/tpl-f5a569d2babb/hire/,/library/marketing-social-media/youtube-growth-analytics-assistant/hire/,exact_duplicate,Database-backed template code resolved to this canonical library page at the retirement cutover
/pretrained-workers/tpl-f5a569d2babb/spawn/,/library/marketing-social-media/youtube-growth-analytics-assistant/spawn/,exact_duplicate,Database-backed template code resolved to this canonical library page at the retirement cutover
/pretrained-workers/tpl-f69de33885cf/,/library/recruiting/candidate-sourcing-outreach-specialist/,exact_duplicate,Database-backed template code resolved to this canonical library page at the retirement cutover
/pretrained-workers/tpl-f69de33885cf/hire/,/library/recruiting/candidate-sourcing-outreach-specialist/hire/,exact_duplicate,Database-backed template code resolved to this canonical library page at the retirement cutover
/pretrained-workers/tpl-f69de33885cf/spawn/,/library/recruiting/candidate-sourcing-outreach-specialist/spawn/,exact_duplicate,Database-backed template code resolved to this canonical library page at the retirement cutover
/pretrained-workers/tpl-fb388f9ec18f/,/library/sales/virtual-sdr-lead-hunter/,exact_duplicate,Database-backed template code resolved to this canonical library page at the retirement cutover
/pretrained-workers/tpl-fb388f9ec18f/hire/,/library/sales/virtual-sdr-lead-hunter/hire/,exact_duplicate,Database-backed template code resolved to this canonical library page at the retirement cutover
/pretrained-workers/tpl-fb388f9ec18f/spawn/,/library/sales/virtual-sdr-lead-hunter/spawn/,exact_duplicate,Database-backed template code resolved to this canonical library page at the retirement cutover
/pretrained-workers/tpl-fd7deb5b454b/,/library/operations/regulatory-well-data-form-automator/,exact_duplicate,Database-backed template code resolved to this canonical library page at the retirement cutover
/pretrained-workers/tpl-fd7deb5b454b/hire/,/library/operations/regulatory-well-data-form-automator/hire/,exact_duplicate,Database-backed template code resolved to this canonical library page at the retirement cutover
/pretrained-workers/tpl-fd7deb5b454b/spawn/,/library/operations/regulatory-well-data-form-automator/spawn/,exact_duplicate,Database-backed template code resolved to this canonical library page at the retirement cutover
